,tweet,date
2448,but you'll never tell me cause thats not our deal,2012-07-04 01:02:44
2449,@janellebunny yeah LOl.. imy janelle!,2012-07-04 00:14:59
2450,my favorite place to start.. rock bottom,2012-07-03 23:55:00
2451,just get out of my face and let me...,2012-07-03 23:34:41
2452,Where the fuck is my inner peace when I need it,2012-07-03 22:36:42
2453,I fucking hate shopping sometimes..,2012-07-03 22:32:37
2454,Accidentally ripped all the tags off a rack of clothes from anger,2012-07-03 22:27:44
2455,New capitals atmosphere always pisses me off,2012-07-03 19:40:47
2456,i fake believed all her lies.. for the last time,2012-07-03 15:50:46
2457,cant you feel me noooowww,2012-07-03 11:09:05
2458,http://t.co/5pcaCBTL,2012-07-03 09:32:05
2459,Who just turned right from valley freaking hard o.o,2012-07-03 04:27:40
2460,My tires are getting so bald that I drift on accident.. #halfkidding,2012-07-03 02:00:09
2461,Wasn't even trying to wake up this late,2012-07-02 22:54:35
2462,i like the begininning,2012-07-02 08:24:41
2463,just when i was about to ko.. i drank a cup of crysanthium tea and now im up,2012-07-02 08:09:56
2464,The drum circle is crazy doe,2012-07-02 04:22:21
2465,WOW I hate when niggas just pretend to listen and wait till the end of my story to tell m e theyre not paying attention,2012-07-02 04:10:39
2466,math placement test @ 9 am..... T____T,2012-07-01 08:42:37
2467,did you forget about me,2012-06-30 05:22:17
2468,im here but my minds gone,2012-06-29 06:28:02
2469,i could take a shit from how excited i am to get off work,2012-06-29 01:57:59
2470,"Nothing more and nothing less, just enough to pass the test",2012-06-28 21:53:40
2471,Some shit this is,2012-06-28 17:23:58
2472,And I don't got a tool..,2012-06-28 02:36:23
2473,Today was relaxing,2012-06-28 02:13:40
2474,No power over here,2012-06-28 01:14:34
2475,Gwomp gwomp,2012-06-27 22:49:38
2476,trip back to crystal castles heh heh,2012-06-27 19:32:31
2477,Finally cleaning car.. ughhh smells like straight up dumpster,2012-06-27 18:32:44
2478,"Last last Wednesday I cant believe I went out there, stood in line for 10 min and went back home wtff",2012-06-27 18:06:49
2479,Today is Wednesday! LOwwwww wooootttt,2012-06-27 18:05:45
2480,Waking up today was a smooth transition from sleep to reality... Woot cause usually I wake up pissed,2012-06-27 18:04:34
2481,fuck normality.. that's what manipulates you to blur your own truth and lose sight of who you are,2012-06-25 01:41:37
2482,LOL http://t.co/rsSj9feu,2012-06-25 01:12:57
2483,lol ucr meet up pics = now i know who to avoid #jk,2012-06-25 01:05:03
2484,boredom gets to choose either the first or second half of every day,2012-06-25 00:25:20
2485,dont gotta stay stagnant for the summer.. you can do anything,2012-06-24 23:49:32
2486,you don't need to pause your life to make sure he keeps up,2012-06-24 23:31:31
2487,is it the willingness that starts the flame,2012-06-24 22:41:54
2488,here comes the mid day realizations,2012-06-24 22:38:55
2489,forcing myself to eat so i can look productive and not have to get back to work,2012-06-24 22:03:32
2490,im doing this bc i wanna do it bc i wanna try it bc it interests me bc i do wut i want to do fucc do i need to xplain to you every time,2012-06-24 20:12:36
2491,i used to secretly feel good when young wild n free played on the radio while i drove..,2012-06-24 19:18:50
2492,that v8 went straight thru me :(,2012-06-24 18:19:44
2493,ouch all these bug bites are tripping me out #rightasscheekisitchy,2012-06-24 09:21:41
2494,daaamnnnnn my little sister made some bomb ass icecream,2012-06-24 09:12:39
2495,Shower....ahhh finally :),2012-06-24 01:02:58
2496,chillwave fuck yeah,2012-06-23 09:41:09
2497,i treat my body like shit.. it's like i'm aware but i dont care,2012-06-23 09:03:14
2498,zonin,2012-06-23 04:03:11
2499,Alphabeat is da shit doe,2012-06-23 02:05:32
2500,But I like this song,2012-06-23 00:02:25
2501,Sooo bad,2012-06-23 00:02:07
2502,Gotta take a shit,2012-06-23 00:01:52
2503,Waiting for that quick fix to do the trick,2012-06-22 23:02:00
2504,Cheetahlicious in the desert,2012-06-22 21:37:33
2505,but i think i finally understand now... or maybe ive become overdramatic,2012-06-22 01:03:41
2506,always thought girls were being over dramatic when they announce their bipolar qualities..,2012-06-22 01:02:40
2507,@xoxoalexamae that sweet sweet feeling,2012-06-22 01:00:58
2508,"seriously sick of hearing shady reps telling me to ""hold for a second"" and then they transfer me to a random ass department",2012-06-22 00:35:47
2509,fuck yeah i can afford to have fun again :),2012-06-22 00:22:45
2510,cant you read her mind? she just wants you to want her,2012-06-21 21:54:10
2511,"we thought we found it, but it's lost again",2012-06-21 21:11:38
2512,free me from my fear of your opinion.. why is it just you that gets to me,2012-06-21 20:13:51
2513,you never get nervous anymore!,2012-06-20 11:13:04
2514,Breaks my heart to accept that some people bring their grudges to their grave and that's that,2012-06-20 00:53:30
2515,I don't need you or your company,2012-06-19 23:29:02
2516,Phew the security guards said they see  my type of bag all the time hahah wtf,2012-06-19 21:11:59
2517,fuck yes no work tomorroww!!!!! who wants to chill right now,2012-06-18 09:16:27
2518,@MiyamotoJared nahuh only the messy ones,2012-06-17 21:48:15
2519,cant wait til work is over so my day can begin!,2012-06-17 21:47:56
2520,"""What a shame that I find myself wanting to do so much all at once, then I end up doing nothing at all. "" #kyraknows",2012-06-17 21:20:42
2521,"happy fathers day, mom",2012-06-17 19:36:17
2522,sometimes you just get so pissed off that tears come out*,2012-06-17 18:47:17
2523,you guys got 2 hours to run to Premiere Mobile in rowland to get a sweet upgrade hook up #getmoney,2012-06-17 00:55:30
2524,please PLEASE let my license be waiting for me in the car T_T,2012-06-17 00:51:40
2525,watching a pimple grow up,2012-06-17 00:48:14
2526,@vivian_lam hahaha nahuh my contacts got wiped out and YES!!! i been waiting for your text,2012-06-16 23:12:25
2527,@vivian_lam LOL i got a temp one but same #,2012-06-16 22:24:42
2528,cant wait to get off early!!!! celebrating wid some president nixon tonight,2012-06-16 22:15:06
2529,@HuffingtonPost age isnt the problem.. irresponsibility is,2012-06-16 21:07:44
2530,should we just keep consuming and continuing the cycle,2012-06-16 20:20:08
2531,all day long do it like tony,2012-06-16 19:28:08
2532,i guess i've become a man with mucus in my lungs forever :(( #help,2012-06-15 23:57:35
2533,all you'll ever be is a good time,2012-06-15 23:23:52
2534,why is life so expensive,2012-06-15 23:23:21
2535,30 min late to work= 30 min courtesy overtime,2012-06-15 02:07:12
2536,"RT @HuffingtonPost: Ecstasy is safe, health official says http://t.co/KIhM00gz",2012-06-14 21:44:42
2537,"moments like these, i just want to put my head down and cry.. #ihatemyjob",2012-06-14 21:34:08
2538,i just want to go to raging waters niggas,2012-06-14 21:32:50
2539,i hate tweeting about the the same things.. but cmon.. 6 more hours until freedom!!!!,2012-06-14 20:11:46
2540,some words of motivation: hungry hungry hungry? ignore ignore ignore!!!,2012-06-13 13:16:32
2541,"at a loss for words, but i still want to be heard",2012-06-13 12:36:59
2542,@Lumingy9 i miss you already!!!,2012-06-13 11:13:34
2543,who up who up who up,2012-06-13 10:54:11
2544,the lead singer of mountain goats really does sound like how a goat would sound like if human,2012-06-13 09:52:42
2545,fuck boba sometimes!!,2012-06-13 09:31:35
2546,WOW! Check out this contest to win OLLY MURS tix for the sold-out evening show with ONE DIRECTION in LA -6/16 http://t.co/SWPQvypr,2012-06-12 00:20:19
2547,"but seriously, how did we get like this? sigh",2012-06-11 22:35:55
2548,i still ask how it became like this but i already know it's because i let i happen,2012-06-11 22:31:42
2549,how do i get to the list of all the tweets that i've favorited,2012-06-11 19:39:11
2550,"never tell a kid ""don't work too hard""",2012-06-11 19:04:32
2551,note to self: the meaning of your words stays the same whether you mumble or slur so you might as well say it clearly.,2012-06-11 18:40:00
2552,is it time to start liking people,2012-06-11 18:30:50
2553,sublime makes life so much better,2012-06-11 10:04:02
2554,make dat ass clap,2012-06-11 09:53:39
2555,damn i needa do laundry... runnin outta clean clothes to wear,2012-06-11 09:13:55
2556,i dont understand how my hair became so limpy and lazy.. the strands wont stand up straight when i hold it,2012-06-11 00:34:00
2557,"fuck it up, lay motionless on the mess and soak in the shame",2012-06-11 00:00:08
2558,i didnt even follow my own game plan,2012-06-10 23:46:56
2559,nothing is as exciting anymore,2012-06-10 22:05:50
2560,@wsupcourt we still needa ~~~,2012-06-10 21:12:17
2561,@dinhclaire yeup! :) i just texted him,2012-06-10 20:51:22
2562,thinking about the thinnest string that holds us together.. without it we have nothing,2012-06-10 20:36:22
2563,@pat_trishaaa let it be 4th of july everyday!!,2012-06-10 19:40:45
2564,WOOOOW,2012-06-10 02:11:28
2565,"http://t.co/cKwfYQnr

so maybe i'm not crazy",2012-06-09 21:34:18
2566,eating a banana,2012-06-09 21:04:20
2567,i miss my phone..,2012-06-09 19:23:33
2568,i just wanna make it to 25,2012-06-09 19:11:37
2569,my loss my fault,2012-06-09 18:03:27
2570,sinking,2012-06-08 11:08:01
2571,can i crawl under a rock,2012-06-08 10:58:55
2572,awww man when you realize your boss was watching you type vigorously on fb chat for the past 5 minutes,2012-06-08 01:35:08
2573,it is heart-dropping to realize how much you dont care..,2012-06-08 00:51:08
2574,waiting for this last hour to pass,2012-06-08 00:49:21
2575,@janellebunny noww it is! LOL did i drop off the shorts yet,2012-06-07 20:57:27
2576,this transition from play to work is.. is.. lame,2012-06-07 20:11:54
2577,BORED!!!!!!!!!!!!,2012-06-07 20:08:56
2578,errebody text me! i need numbers,2012-06-07 19:35:27
2579,cherry bombs mmm,2012-06-07 03:08:13
2580,craving m and meow meow cafe so bad that i might explode!,2012-06-07 03:04:31
2581,@isabeldim :((,2012-06-07 02:52:13
2582,left leg is sunburnt =[,2012-06-06 01:53:36
2583,i'm homeee ~home sweet home~,2012-06-06 01:45:18
2584,i just want to hide in a hole for days,2012-06-03 09:38:31
2585,UGHGHGHGH1!?!?!?!?!FC.W&gt;.DWAS;MACS'ACS,2012-06-03 09:05:34
2586,@CrystalJLeee DUDE!!!!!,2012-06-03 08:51:30
2587,@adautojason go on aim,2012-06-03 08:51:04
2588,@adautojason noo,2012-06-03 08:50:36
2589,@janellebunny hey i can drop it off tomorrow morning ish,2012-06-03 08:12:26
2590,damn it sucks to be phoneless.. but atleast it feels good to be a gangsta,2012-06-02 23:10:59
2591,@MiyamotoJared like soooon,2012-06-01 21:32:33
2592,@MiyamotoJared yahhh bruhh,2012-06-01 21:32:03
2593,"waw no phone, bag.. and no grad night tonight! livin dat free lyfe",2012-06-01 21:18:30
2594,Woot haha,2012-06-01 11:03:17
2595,In and outta puente with random grad dress #shwooop,2012-05-31 22:44:28
2596,"""After all we've been through, I know we’re coo """,2012-05-31 21:48:54
2597,"At del paso grad wooot there's a ""ms. McCrackin""",2012-05-31 20:26:38
2598,"Nice to nice to know ya, let's do it again",2012-05-31 18:42:00
2599,@Lumingy9 :(((,2012-05-31 17:46:43
2600,Sigh where's the love.. I want to be ambushed by that shit.. but no.. it's a crime to be sick in this house,2012-05-31 04:22:04
2601,Fuck it immma sleep this shit off.. dunno why I even bothered doing my brows,2012-05-31 04:03:54
2602,This suspense makes me want to cry,2012-05-30 23:45:25
2603,cant sleep.... too much mucus.... FUCK,2012-05-30 10:31:42
2604,today i was a mouth breathing neanderthal,2012-05-30 10:31:30
2605,Home sweet home,2012-05-29 18:27:15
2606,So lonely,2012-05-29 17:29:11
2607,Actually not that bad with two barriers on each side,2012-05-29 16:30:04
2608,If we don't get rearranged... Graduation is going to suck dick,2012-05-29 16:25:20
2609,but fuck it im free now!!,2012-05-28 01:57:51
2610,"theres no such thing as a ""good day at work"" over here!!!!",2012-05-28 01:57:34
2611,its karma right now for all those times i forgot to respond,2012-05-28 01:13:48
2612,show a wittle wuv if you expect me to stay,2012-05-28 00:17:11
2613,i just wanna talk............ fucking bored,2012-05-27 23:01:58
2614,and its only the beginning of summer :))))),2012-05-27 18:28:03
2615,wth why is my senior quote missing o_o,2012-05-27 09:55:08
2616,WOOOOWWWW,2012-05-26 20:38:22
2617,fuck,2012-05-26 19:56:53
2618,"In the end, mamas always got my back",2012-05-26 18:34:38
2619,My phone broke ....,2012-05-26 18:22:04
2620,@karenchipotle omg I gave it back to you earlier in the year right...,2012-05-25 21:22:30
2621,Prepregame,2012-05-25 06:26:22
2622,1 MORE HOUR,2012-05-25 01:52:58
2623,bc in hs i learned that academic perfection lets you get away with being a faggot #jk,2012-05-25 01:36:45
2624,@CrystalJLeee @janellebunny woooww next week nigga,2012-05-25 00:30:36
2625,last of school + work = not that bad :),2012-05-24 22:31:30
2626,@janellebunny YEEEEEEE!!!!!!!!!!!!,2012-05-24 22:30:45
2627,fuhh knocked out whole day...,2012-05-22 12:45:25
2628,SHE AINT A REAL SISTER,2012-05-21 12:32:21
2629,SHE'S FUCKING AWAKE TOO MORE AWAKE THAN I AM WTF,2012-05-21 12:32:15
2630,FUCK LIFE FUCK DAISY FOR NOT HELPING ME CUT PAPER WTF,2012-05-21 12:32:01
2631,time to start senior diary,2012-05-21 06:01:32
2632,its never a happy ending with tmobile #tbullshit,2012-05-21 02:00:33
2633,@betcwang LOL idk if thats a good thing... jk,2012-05-21 01:46:00
2634,yall are late and i just ended,2012-05-21 01:30:24
2635,@lovee_beckyboo get well soon =(,2012-05-21 00:45:27
2636,first time on tumblr since last year O_O oh how it makes me feel so accepted and connected to the unity of virtual life,2012-05-20 20:06:30
2637,something's off.. this must be a dream,2012-05-20 19:41:45
2638,lol how am i gonna make a senior diary if i didnt take pics all year,2012-05-20 19:08:42
2639,And in the end it's just called wasting time,2012-05-20 18:07:05
2640,Working again :( this whole week has been a blur,2012-05-20 18:01:57
2641,sick and dead...,2012-05-19 19:44:25
2642,tired... dont wanna.. cant.. move,2012-05-18 13:45:45
2643,holy cow,2012-05-18 07:27:49
2644,@janellebunny hahah same sigh,2012-05-18 07:26:52
2645,But thank goodness for my personal homework completer @ shannon hoe,2012-05-18 05:47:45
2646,Can barely write a summary yet alone a biography right like right now #braindead,2012-05-18 05:45:18
2647,@janellebunny standby page is.. taking... forever.....,2012-05-17 18:34:05
2648,Sigh.. its the beginning of the cycle again,2012-05-17 13:30:21
2649,wish i could find the right words to say,2012-05-17 07:20:34
2650,thank you walmart for being open 24 hours and being so considerate :'),2012-05-17 07:18:04
2651,oriental fridays ma niggaa,2012-05-17 07:13:55
2652,"call it change, call it strange, but it's just growing up and conforming to our new roles and shit... aka emphasis not necessary",2012-05-17 06:53:44
2653,reason: not important,2012-05-17 06:15:24
2654,dolla dolla bill yall,2012-05-17 05:28:57
2655,0.0,2012-05-16 11:07:28
2656,O___O,2012-05-16 08:49:09
2657,SICK!,2012-05-16 07:09:06
2658,Nice and kind are not the same.. one is expressed through mouth and the other through actions,2012-05-15 05:37:01
2659,so easy to discover new pet peeves by the second when you're heated,2012-05-15 04:01:25
2660,Fuck today,2012-05-15 03:46:06
2661,Fuckin just wearing shorts sitting criss cross and realised some puke from a month ago is still on shoes and touching me wtf,2012-05-15 00:45:48
2662,W tf is wrong with me. I should be studying right now,2012-05-15 00:42:47
2663,Fuck it was just too good to be true,2012-05-15 00:41:52
2664,T oo excited for nothing right now.. how can I sleep,2012-05-14 09:17:44
2665,Tried to dye hair brown.. but it looks the same as before :(,2012-05-14 09:06:41
2666,"RT @RileyFreemann: Nothing's worse than halfass loyalty, it's either you're down for me or you're not.",2012-05-14 08:55:20
2667,Our love was lost but then we found it :),2012-05-14 07:53:10
2668,and then it just went downhill,2012-05-13 21:08:29
2669,the internet is so boring..,2012-05-13 19:27:03
2670,gotta beast through today,2012-05-13 18:24:59
2671,uuuggghhhhhhhhh,2012-05-13 18:19:54
2672,where is my phone O_O,2012-05-13 17:07:58
2673,"""It's just policy"" well fuck you too",2012-05-11 02:58:08
2674,I keep farting and no one is noticing :),2012-05-11 02:55:15
2675,Always feel like ripping all of my hair out at the end of the work day,2012-05-11 02:40:24
2676,You know why there's a hold time? Because the reps are all standing in line to ask their supervisor what to do.. for each call,2012-05-11 00:26:00
2677,Sad to find out that most of the employees at these call centers know neither how to do their job or what the fuck is going on,2012-05-11 00:24:03
2678,i miss you and you and you and that normal comfy feeling,2012-05-10 23:41:27
2679,Dammnit why is it so hard to not eat,2012-05-10 23:32:05
2680,Cant believe its only been an hour -____-,2012-05-10 23:04:18
2681,"Hey if you don't care, I won't care",2012-05-10 22:38:53
2682,Hey whatevers convenient for you,2012-05-10 22:38:17
2683,Wooot woooot cant wait for today to be ovaaa,2012-05-10 20:28:12
2684,ko ko ko,2012-05-10 05:00:04
2685,"""Almost kicked you out of your manhood""",2012-05-09 17:31:51
2686,Thank u ap testing,2012-05-09 17:08:16
2687,So embarrassing**,2012-05-09 16:54:52
2688,Should I even go to school today o.o,2012-05-08 14:48:09
2689,Why doesn't my alarm wake me up anymore,2012-05-08 14:45:55
2690,outside land tickets have finally arrived :)),2012-05-08 08:54:57
2691,take a walk :),2012-05-08 08:14:23
2692,i wanna sleep but i wanna eat at the same time,2012-05-08 06:59:10
2693,"that;s not your deal, that's not my deal",2012-05-08 06:30:25
2694,so i guess i did sit ups incorrectly because my neck is sore af LOL,2012-05-07 00:50:11
2695,Where's the fun fun fun you keep talking about,2012-05-07 00:39:06
2696,Exciting 4 u cus u never go out but its really just a waste of time #bitchmoment,2012-05-07 00:17:31
2697,Ok I just get mad at this time of day,2012-05-07 00:09:11
2698,thinkin about going orange or red,2012-05-06 19:40:08
2699,@Cmjcarcam fun at the moment and funny the next day!,2012-05-06 19:12:38
2700,what a bust o.o,2012-05-06 07:11:39
2701,Maybe I'm just paranoid,2012-05-05 22:08:16
2702,i dunno wuts going on n. e. more.,2012-05-05 21:59:21
2703,Being alone feels extra weird right now,2012-05-05 21:47:22
2704,does anyone have my barrons..,2012-05-05 21:30:01
2705,Feels like summer,2012-05-05 17:57:13
2706,doing nada,2012-05-05 11:01:08
2707,@jiyoungghan YEA sorry didn't see this til now,2012-05-04 20:06:15
2708,we trippy mayn,2012-05-04 06:55:35
2709,"""I kno dat wun but I kennut doo dat wun"" fuk yew ken suk my dik",2012-05-04 02:55:08
2710,LOL FUCK SO MAD THAT ITS FUNNY FUCK U TMOBILE,2012-05-04 01:46:09
2711,@_Sam_Rubio_ it's called... showing appreciation,2012-05-04 01:34:21
2712,@janellebunny haha fosho i get home around 8:30 tho!,2012-05-04 00:01:08
2713,cant wait to go home just to watch scumbag steves video...,2012-05-03 23:13:27
2714,sleeeeeeeeepy.. 4 mo hours,2012-05-03 23:00:35
2715,@janellebunny hahah i know :( lets hang out tonight wid kwisty,2012-05-03 22:38:53
2716,@janellebunny JANELLE!! I MISS UU WHERE U BEEN??,2012-05-03 22:24:54
2717,the cases are killing me..,2012-05-03 04:11:07
2718,Trying to study for gov and all I can think about is shopping... -_- its the Kelly effect @higashidakelly,2012-05-03 02:29:27
2719,Man why do my eyelids gotta be the heaviest when I finally study,2012-05-02 03:10:59
2720,Where the fuck should I study,2012-05-01 22:37:53
2721,ready to ktfo..,2012-05-01 05:11:29
2722,Fuck,2012-04-30 23:27:24
2723,i swear there's something off about today...,2012-04-30 21:15:02
2724,I hate school,2012-04-30 19:23:07
2725,lol sad but comforting to know yo co-wos are just as cracked out,2012-04-29 22:01:44
2726,Every bite makes my tummy a wittle bigger.. hmm..,2012-04-29 20:28:45
2727,lololololololololol,2012-04-29 07:14:52
2728,fake,2012-04-29 02:14:53
2729,y i gotta taste dis nasty taste... gtfo of here,2012-04-28 23:42:42
2730,driving the old camry today.. it's been too long,2012-04-28 21:04:53
2731,you trippy mayne.. i trippy mayne,2012-04-28 20:04:06
2732,"""@higashidakelly: Kendrick Lamar today!!"" JELLY AF",2012-04-28 19:26:05
2733,even lifting my arm up to brush my teeth is tiring..,2012-04-28 17:31:17
2734,happiness is a warm gun,2012-04-28 08:37:05
2735,universe,2012-04-27 02:32:50
2736,too much bitterness goin on right now,2012-04-26 02:45:37
2737,"RT @niggerquagmire: The fastest way to find out if someone is really your friend, is to tell them that you're broke!!!",2012-04-26 01:59:48
2738,in the end.. there's no one to be mad at but yourself,2012-04-25 22:20:16
2739,the embarrassment of realizing how much i overreacted..,2012-04-25 22:15:16
2740,is this real life? someone punch me in the face,2012-04-25 21:12:20
2741,give me a reason,2012-04-25 21:05:10
2742,sigh,2012-04-25 20:44:00
2743,gotta stop mumblin :(,2012-04-25 07:40:43
2744,"words that i must delete from my daily vocab= ""iono man""",2012-04-25 06:14:29
2745,i am grateful for optimism,2012-04-24 22:29:35
2746,i can almost feel the pimples forming fuck breaking out,2012-04-24 22:28:48
2747,fuck,2012-04-24 21:09:53
2748,im just an explosion of negative energy..,2012-04-24 15:02:55
2749,DAMN it feels so late but its 1 AM. i wish time would just stop right.. about.. now.,2012-04-24 08:14:41
2750,lmfao it's only Monday,2012-04-24 05:50:12
2751,OK cant find keys.. and all my shits in the car,2012-04-23 15:12:19
2752,Where's my self control,2012-04-23 07:10:32
2753,allow me to get more bored,2012-04-23 00:46:55
2754,aw man i ran outta bones to crack.. #boredagain,2012-04-23 00:01:46
2755,sometimes i forget how to be human,2012-04-22 22:35:33
2756,@higashidakelly are u still mad...,2012-04-22 22:33:55
2757,one direction.. sounds good in the summer only,2012-04-22 20:20:26
2758,when you look at someone and you feel like summer ^_^,2012-04-22 19:26:55
2759,@isabeldim yEE,2012-04-22 18:52:47
2760,tryna gather up some positive energy,2012-04-22 18:51:56
2761,all i can think about is going home and buying those tix b4 they sell out... fuhhhh 7 more hours,2012-04-22 18:50:17
2762,"customer's name is ""Haiy Ni""",2012-04-22 18:21:47
2763,when nights end too early,2012-04-22 07:43:24
2764,Took da test but didn't really take the test,2012-04-21 18:17:12
2765,Taking biggest crap of life.. I'm still full,2012-04-21 14:42:31
2766,@bdzou wait what time are we supposed to be there,2012-04-21 14:10:46
2767,Me so cold,2012-04-21 01:53:31
2768,Where the fuck are my keys,2012-04-20 21:04:42
2769,i'm just a hayta but i love everyone,2012-04-20 09:13:25
2770,RT @rihanna: Its 420 nigga,2012-04-20 09:12:46
2771,tina sun is so creepy,2012-04-20 06:29:06
2772,MIA,2012-04-20 06:22:42
2773,I wish I signed up for day of silence tomorrow!!,2012-04-20 03:05:34
2774,lykke li knows,2012-04-20 00:35:54
2775,Everything I do is a waste,2012-04-19 15:54:13
2776,I'm a dumbass,2012-04-19 15:42:18
2777,I'm more awake now than I was all day lol,2012-04-19 03:08:56
2778,@Courtnigga school starts at 11 tomorrow? For everyone?,2012-04-19 03:07:57
2779,Gotta pee so bad,2012-04-19 02:19:48
2780,@jiyoungghan LOL FOSHO and decipher toooo omg,2012-04-19 01:01:27
2781,About to ktfo,2012-04-19 00:31:19
2782,DUMBFOUNDED OR THE GROUCH TONIGHT?!,2012-04-18 23:05:33
2783,"""How was bon ivory? "" - john miranda",2012-04-18 01:17:04
2784,"iono why my ma thinks i dont got schoo today, but i like it",2012-04-17 18:31:00
2785,how did i .. just.. wake up,2012-04-17 17:17:39
2786,Hmm,2012-04-16 23:26:41
2787,what is poetry packet,2012-04-16 09:39:35
2788,quitting... eventually =\,2012-04-16 08:52:06
2789,just want a quiet place to sit :\,2012-04-16 08:13:54
2790,"give a fuck about your lifestyle, give a fuck about a muthafuckin lifestyle",2012-04-16 08:11:22
2791,"yep we live it live it, yeah we on it on it",2012-04-16 08:10:49
2792,teeth feel funny,2012-04-16 07:21:33
2793,@_Clarrrke muthafuckin lamar,2012-04-16 06:23:45
2794,realizing how we're all drifting apart and high school hasn't even ended yet :(,2012-04-16 06:10:26
2795,reppin dat chubster lyfe,2012-04-16 06:06:51
2796,i keep dejavu-ing today ...,2012-04-16 04:05:02
2797,eating leftover tastea chicken and fries that were baking in my car all day.. woot diareaahh here i come,2012-04-16 03:59:39
2798,either paralyzed or lazy...,2012-04-16 03:54:07
2799,tryna find out what my hw is....,2012-04-16 03:48:32
2800,Waiting to snap out of it,2012-04-16 03:25:37
2801,Fuhhhhhh,2012-04-16 03:15:12
2802,YeeeeeHaaaaawwwww,2012-04-15 23:26:48
2803,:),2012-04-15 18:24:22
2804,Awake and home and no school and no work and yay,2012-04-15 16:14:40
2805,Guilty,2012-04-15 07:31:49
2806,Sigh shoulda just adbkjfdfjo wtv,2012-04-14 20:27:02
2807,Got lectured as I showered... Wtf,2012-04-14 20:13:54
2808,Why did I even joke around with my parents about getting fucked up tonight...,2012-04-14 20:13:32
2809,Holy fuck everyone is mad at me holy fuck,2012-04-14 19:54:07
2810,Fuhhhhhhhh sat schoo put me behind schedule,2012-04-14 18:45:18
2811,@higashidakelly eeewwwwww hahaha,2012-04-13 20:09:36
2812,Okay fuck it no school for me today,2012-04-13 14:13:13
2813,"""can we have twins when we get married so that we can each hold a baby on the ride home""",2012-04-13 08:02:50
2814,FINALLLLLYYYYYYY after a whole week,2012-04-13 05:57:03
2815,fuck,2012-04-12 21:14:58
2816,fuck walnut,2012-04-12 21:14:54
2817,fuck you cassells,2012-04-12 21:12:51
2818,booty beat down,2012-04-12 09:08:42
2819,look ma no hands,2012-04-12 08:54:32
2820,wfytigcitilybysacaidyftswamt,2012-04-12 08:25:27
2821,I'm ready,2012-04-12 08:11:31
2822,who da fuck cares,2012-04-12 07:20:14
2823,wtf my uncle walked in on me eating and shitting at the same time.. why,2012-04-12 03:56:20
2824,wtf 94 ain't no mall... erreone gotta hurry da f up,2012-04-12 03:44:37
2825,lol tmobile put me on hold and played dubstep,2012-04-12 01:26:50
2826,:) :( :l :o,2012-04-12 00:21:49
2827,so sleepy -_-,2012-04-11 22:15:16
2828,feels like its going to be the longest 5 hours of my life..,2012-04-11 22:13:42
2829,fell asleep during a practice ap test.. with only me and mrs arias in the room LOL,2012-04-11 21:04:52
2830,she is the reason why i don't like sleeping in my room anymore lol cant wait for college,2012-04-11 06:08:32
2831,my cousin is annoying lol shoot me now,2012-04-11 06:07:47
2832,fuhh its almost Wednesday.. guess i gotta accept the fact that i won't be able to get those flat abs before prom...,2012-04-11 05:41:26
2833,my nigga I'm,2012-04-11 05:06:02
2834,time to faint T.T,2012-04-11 01:34:39
2835,i gotta bruise for each part of my body,2012-04-11 00:19:53
2836,man fuck french -_-,2012-04-10 07:58:24
2837,asian bitch on another degreeeee,2012-04-10 07:04:34
2838,wtf i just found out that the poetry packet wasnt due today.... missed school for no reason -_-,2012-04-10 05:54:54
2839,or 25 dollar cheese cake factory gift card for cash,2012-04-10 03:02:17
2840,anyone want to trade an itunes gift card for cash?,2012-04-10 03:01:44
2841,"RT @niggerquagmire: I'm not ready to live in a world where Mobb Deep broke up on Twitter. Nah, dunn.",2012-04-10 00:06:40
2842,you want me to help you yet you continue to be a douche,2012-04-09 20:53:56
2843,i beat da pussy up up up,2012-04-09 08:35:08
2844,now you just tryin too hard o.o,2012-04-09 08:28:37
2845,@CrystalJLeee i guess that just means.. no school tomorrow! woot,2012-04-09 07:41:09
2846,left my binder and shit at school..,2012-04-09 07:36:37
2847,American reunion was funny wooohoohahah,2012-04-09 07:10:08
2848,finally not that broke anymore!,2012-04-09 00:40:53
2849,jaws are so stiff,2012-04-08 22:24:09
2850,do we really have school tomorrow..,2012-04-08 19:09:54
2851,is today really easter..,2012-04-08 19:09:38
2852,did i really go to the beach last night..,2012-04-08 19:07:19
2853,how am i going to get through this day.. #fuckwork,2012-04-08 18:00:19
2854,dude,2012-04-07 12:25:41
2855,LOL SPRING BREAK!!!,2012-04-07 10:29:09
2856,straight chillin in da rv,2012-04-07 08:02:43
2857,what is going on,2012-04-07 07:43:59
2858,robolyfe,2012-04-07 05:52:29
2859,i feel like such a girl this week o.o,2012-04-07 01:14:03
2860,my scab is itchy af,2012-04-06 20:26:06
2861,@janellebunny haha cus dat shit always make me barf,2012-04-06 07:22:52
2862,:((,2012-04-06 05:27:49
2863,fuck hookah seriously,2012-04-06 05:27:38
2864,@dumbfoundead cocky ass niggaaa,2012-04-06 02:52:33
2865,fuck da oc!,2012-04-05 21:12:11
2866,"J Boog, stop teasing me with your hawaiian ass music",2012-04-05 17:15:27
2867,sigh i wanna do soemthing right now.. everyone wake da fuck upp,2012-04-05 11:02:53
